Renea,Monterrubio,26 Montgomery St,Atlanta,GA,30328,770-679-4752,renea@hotmail.com,F,bAXfjvsP,V,0,0,.
Ressie,Auffrey,23 Palo Alto Sq,Miami,FL,33134,305-604-8981,ressie.auffrey@yahoo.com,F,67KUv7ug,S,0,0,.
Rhea,Aredondo,25657 Live Oak St,Brooklyn,NY,11226,718-560-9537,rhea_aredondo@cox.net,M,sdJJFuNv,V,0,0,.
Rickie,Plumer,3 N Groesbeck Hwy,Toledo,OH,43613,419-693-1334,rickie.plumer@aol.com,F,hyk8rWMQ,N,0,0,.
Rikki,Nayar,1644 Clove Rd,Miami,FL,33155,305-968-9487,rikki@nayar.com,M,XJkYuKxS,N,0,0,.
Rima,Bevelacqua,2972 Lafayette Ave,Gardena,CA,90248,310-858-5079,rima@cox.net,M,N7W6ACfC,N,0,0,.
Rodolfo,Butzen,41 Steel Ct,Northfield,MN,55057,507-210-3510,rodolfo@hotmail.com,M,jhznWPcw,V,0,0,.
Rolande,Spickerman,65 W Maple Ave,Pearl City,HI,96782,808-315-3077,rolande.spickerman@spickerman.com,M,CLj899TE,S,0,0,.
Rolland,Francescon,2726 Charcot Ave,Paterson,NJ,75001,973-649-2922,rolland@cox.net,M,wNvPMyvP,S,0,0,.
Ronny,Caiafa,73 Southern Blvd,Philadelphia,PA,19103,215-605-7570,ronny.caiafa@caiafa.org,M,c5Ccd4Sf,V,0,0,.
Roosevelt,Hoffis,60 Old Dover Rd,Hialeah,FL,33014,305-622-4739,roosevelt.hoffis@aol.com,F,dZC2rnew,S,0,0,.
Rory,Papasergi,83 County Road 437 #8581,Clarks Summit,PA,18411,570-867-7489,rpapasergi@cox.net,M,W6PXQrAT,N,0,0,.
Roselle,Estell,8116 Mount Vernon Ave,Bucyrus,OH,44820,419-571-5920,roselle.estell@hotmail.com,M,sty2qVns,S,0,0,.
Rosio,Cork,4 10th St W,High Point,NC,27263,336-243-5659,rosio.cork@gmail.com,F,bHAzxZyb,N,0,0,.
Roslyn,Chavous,63517 Dupont St,Jackson,MS,39211,601-234-9632,roslyn.chavous@chavous.org,F,7WYUeX2e,S,0,0,.
Roxane,Campain,1048 Main St,Fairbanks,AK,99708,907-231-4722,roxane@hotmail.com,M,EUa6tTk3,S,0,0,.
Rozella,Ostrosky,17 Morena Blvd,Camarillo,CA,93012,805-832-6163,rozella.ostrosky@ostrosky.com,F,E2bcDC4P,S,0,0,.
Ruthann,Keener,3424 29th St Se,Kerrville,TX,78028,830-258-2769,ruthann@hotmail.com,F,VDegLeRy,N,0,0,.
Ryan,Harnos,13 Gunnison St,Plano,TX,75075,972-558-1665,ryan@cox.net,F,K57zG4f4,V,0,0,.
Sabra,Uyetake,98839 Hawthorne Blvd #6101,Columbia,SC,29201,803-925-5213,sabra@uyetake.org,M,FVrSCKVP,N,0,0,.
Sage,Wieser,5 Boston Ave #88,Sioux Falls,SD,57105,605-414-2147,sage_wieser@cox.net,M,QR8Ldrgh,N,0,0,.
Salena,Karpel,1 Garfield Ave #7,Canton,OH,44707,330-791-8557,skarpel@cox.net,M,BwJy9pcr,N,0,0,.
Salome,Lacovara,9677 Commerce Dr,Richmond,VA,23219,804-550-5097,slacovara@gmail.com,M,DQRVCkzp,N,0,0,.
Samira,Heintzman,8772 Old County Rd #5410,Kent,WA,98032,206-311-4137,sheintzman@hotmail.com,F,KXQdjMVA,V,0,0,.
Sarah,Candlish,45 2nd Ave #9759,Atlanta,GA,30328,770-732-1194,sarah.candlish@gmail.com,F,XjrJMMsd,N,0,0,.
Scarlet,Cartan,9390 S Howell Ave,Albany,GA,31701,229-735-3378,scarlet.cartan@yahoo.com,M,H8hyvRpd,N,0,0,.
Selma,Husser,9 State Highway 57 #22,Jersey City,NJ,73006,201-991-8369,selma.husser@cox.net,M,UXg84FSP,N,0,0,.
Serina,Zagen,7 S Beverly Dr,Fort Wayne,IN,46802,260-273-3725,szagen@aol.com,M,GdYB7d4a,V,0,0,.
Shalon,Shadrick,61047 Mayfield Ave,Brooklyn,NY,11223,718-232-2337,shalon@cox.net,M,GUJJQufY,N,0,0,.
Sharee,Maile,2094 Montour Blvd,Muskegon,MI,49442,231-467-9978,sharee_maile@aol.com,M,fJFEvSTF,N,0,0,.
Sharen,Bourbon,62 W Austin St,Syosset,NY,11791,516-816-1541,sbourbon@yahoo.com,M,K85ExeMt,S,0,0,.
Sharika,Eanes,75698 N Fiesta Blvd,Orlando,FL,32806,407-312-1691,sharika.eanes@aol.com,M,6zytzxuJ,V,0,0,.
Shawna,Palaspas,5 N Cleveland Massillon Rd,Thousand Oaks,CA,91362,805-275-3566,shawna_palaspas@palaspas.org,M,fahjbuEU,V,0,0,.
Shawnda,Yori,50126 N Plankinton Ave,Longwood,FL,32750,407-538-5106,shawnda.yori@yahoo.com,M,qEdh5nvm,S,0,0,.
Shenika,Seewald,4 Otis St,Van Nuys,CA,91405,818-423-4007,shenika@gmail.com,F,hxnZhnFC,V,0,0,.
Sheridan,Zane,2409 Alabama Rd,Riverside,CA,92501,951-645-3605,sheridan.zane@zane.com,M,RJfXrjaW,S,0,0,.
Sherita,Saras,8 Us Highway 22,Colorado Springs,CO,80937,719-669-1664,sherita.saras@cox.net,M,7Q9JNte6,V,0,0,.
Sheron,Louissant,97 E 3rd St #9,Long Island City,NY,11101,718-976-8610,sheron@aol.com,F,s34BxVft,V,0,0,.
Shonda,Greenbush,82 Us Highway 46,Clifton,NJ,70110,973-482-2430,shonda_greenbush@cox.net,F,LUFXrHrE,S,0,0,.
Simona,Morasca,3 Mcauley Dr,Ashland,OH,44805,419-503-2484,simona@morasca.com,F,98EXWJsf,N,0,0,.
Skye,Fillingim,25 Minters Chapel Rd #9,Minneapolis,MN,55401,612-508-2655,skye_fillingim@yahoo.com,M,hG29eHWm,V,0,0,.
Solange,Shinko,426 Wolf St,Metairie,LA,70002,504-979-9175,solange@shinko.com,M,2dYgPtWb,V,0,0,.
Staci,Schmaltz,18 Coronado Ave #563,Pasadena,CA,91106,626-866-2339,staci_schmaltz@aol.com,F,bFCRfDYC,S,0,0,.
Stephaine,Barfield,47154 Whipple Ave Nw,Gardena,CA,90247,310-774-7643,stephaine@barfield.com,M,pa6HcwSY,N,0,0,.
Stephaine,Vinning,3717 Hamann Industrial Pky,San Francisco,CA,94104,415-767-6596,stephaine@cox.net,F,X2VdykpD,N,0,0,.
Stephane,Myricks,9 Tower Ave,Burlington,KY,41005,859-717-7638,stephane_myricks@cox.net,F,NMppefjw,N,0,0,.
Stephen,Emigh,3777 E Richmond St #900,Akron,OH,44302,330-537-5358,stephen_emigh@hotmail.com,M,fwcQyvb6,V,0,0,.
Stevie,Westerbeck,26659 N 13th St,Costa Mesa,CA,92626,949-867-4077,stevie.westerbeck@yahoo.com,M,hP4QYv9q,N,0,0,.
Sue,Kownacki,2 Se 3rd Ave,Mesquite,TX,75149,972-666-3413,sue@aol.com,F,63UXCNMw,N,0,0,.
Sylvia,Cousey,287 Youngstown Warren Rd,Hampstead,MD,21074,410-209-9545,sylvia_cousey@cousey.org,F,xyzWXZNu,V,0,0,.
Sylvie,Ryser,649 Tulane Ave,Tulsa,OK,74105,918-644-9555,sylvie@aol.com,F,GnZAScWF,V,0,0,.
Talia,Riopelle,1 N Harlem Ave #9,Orange,NJ,70500,973-245-2133,talia_riopelle@aol.com,M,YYnWRDW7,S,0,0,.
Tamar,Hoogland,2737 Pistorio Rd #9230,London,OH,43140,740-343-8575,tamar@hotmail.com,M,fP3rAj8c,N,0,0,.
Tammara,Wardrip,4800 Black Horse Pike,Burlingame,CA,94010,650-803-1936,twardrip@cox.net,M,FvCK3V7L,N,0,0,.
Tarra,Nachor,39 Moccasin Dr,San Francisco,CA,94104,415-411-1775,tarra.nachor@cox.net,F,fKSWTHTa,N,0,0,.
Taryn,Moyd,48 Lenox St,Fairfax,VA,22030,703-322-4041,taryn.moyd@hotmail.com,F,qE9g4fSE,S,0,0,.
Tasia,Andreason,4 Cowesett Ave,Kearny,NJ,70320,201-920-9002,tasia_andreason@yahoo.com,M,JcJtkdN7,S,0,0,.
Tawna,Buvens,3305 Nabell Ave #679,New York,NY,10009,212-674-9610,tawna@gmail.com,F,yXZuGjR9,V,0,0,.
Teddy,Pedrozo,46314 Route 130,Bridgeport,CT,66100,203-892-3863,teddy_pedrozo@aol.com,M,D3uuZ8vF,N,0,0,.
Tegan,Arceo,62260 Park Stre,Monroe Township,NJ,88310,732-730-2692,tegan.arceo@arceo.org,M,DfB2p2JQ,V,0,0,.
Teri,Ennaco,99 Tank Farm Rd,Hazleton,PA,18201,570-889-5187,tennaco@gmail.com,M,hsJLqqJt,V,0,0,.
Terrilyn,Rodeigues,3718 S Main St,New Orleans,LA,70130,504-463-4384,terrilyn.rodeigues@cox.net,F,5kKRjNrf,V,0,0,.
Thaddeus,Ankeny,5 Washington St #1,Roseville,CA,95678,916-920-3571,tankeny@ankeny.org,M,zYDNyEMM,S,0,0,.
Theodora,Restrepo,42744 Hamann Industrial Pky #82,Miami,FL,33136,305-936-8226,theodora.restrepo@restrepo.com,M,MQRc3bVQ,V,0,0,.
Theola,Frey,54169 N Main St,Massapequa,NY,11758,516-948-5768,theola_frey@frey.com,F,NzStMBjK,N,0,0,.
Thurman,Manno,9387 Charcot Ave,Absecon,NJ,82010,609-524-3586,thurman.manno@yahoo.com,F,GEv4ZbHG,S,0,0,.
Tiera,Frankel,87 Sierra Rd,El Monte,CA,91731,626-636-4117,tfrankel@aol.com,F,naG5TdBU,S,0,0,.
Tiffiny,Steffensmeier,32860 Sierra Rd,Miami,FL,33133,305-385-9695,tiffiny_steffensmeier@cox.net,M,wVWLsDmj,S,0,0,.
Timothy,Mulqueen,44 W 4th St,Staten Island,NY,10309,718-332-6527,timothy_mulqueen@mulqueen.org,F,udC56huN,S,0,0,.
Tonette,Wenner,4545 Courthouse Rd,Westbury,NY,11590,516-968-6051,twenner@aol.com,F,3BCWaaV2,S,0,0,.
Tracey,Modzelewski,77132 Coon Rapids Blvd Nw,Conroe,TX,77301,936-264-9294,tracey@hotmail.com,F,tzRNNdT3,S,0,0,.
Tresa,Sweely,22 Bridle Ln,Valley Park,MO,63088,314-359-9566,tresa_sweely@hotmail.com,M,wPvsbcXC,V,0,0,.
Trinidad,Mcrae,10276 Brooks St,San Francisco,CA,94105,415-331-9634,trinidad_mcrae@yahoo.com,F,JEvasNMA,V,0,0,.
Truman,Feichtner,539 Coldwater Canyon Ave,Bloomfield,NJ,70030,973-852-2736,tfeichtner@yahoo.com,M,Fnp8CreP,N,0,0,.
Twana,Felger,1 Commerce Way,Portland,OR,97224,503-939-3153,twana.felger@felger.org,M,EB9JptvW,N,0,0,.
Ty,Smith,4646 Kaahumanu St,Hackensack,NJ,76010,201-672-1553,tsmith@aol.com,F,LLQJZpFc,N,0,0,.
Tyra,Shields,3 Fort Worth Ave,Philadelphia,PA,19106,215-255-1641,tshields@gmail.com,M,NCAau2PT,V,0,0,.
Valentin,Klimek,137 Pioneer Way,Chicago,IL,60604,312-303-5453,vklimek@klimek.org,F,Rtt5rjaq,N,0,0,.
Valentine,Gillian,775 W 17th St,San Antonio,TX,78204,210-812-9597,valentine_gillian@gmail.com,M,pSjFA9p3,V,0,0,.
Vallie,Mondella,74 W College St,Boise,ID,83707,208-862-5339,vmondella@mondella.com,F,mjGDpAn5,S,0,0,.
Van,Shire,90131 J St,Pittstown,NJ,82867,908-409-2890,van.shire@shire.com,F,pfVLKhJp,S,0,0,.
Venita,Maillard,72119 S Walker Ave #63,Anaheim,CA,92801,714-523-6653,venita_maillard@gmail.com,M,k2BvmGsc,N,0,0,.
Veronika,Inouye,6 Greenleaf Ave,San Jose,CA,95111,408-540-1785,vinouye@aol.com,F,3syDJBJW,V,0,0,.
Vi,Rentfro,7163 W Clark Rd,Freehold,NJ,77281,732-605-4781,vrentfro@cox.net,M,B3nFpy4b,S,0,0,.
Vilma,Berlanga,79 S Howell Ave,Grand Rapids,MI,49546,616-737-3085,vberlanga@berlanga.com,F,jvYfnx5U,N,0,0,.
Vincent,Meinerding,4441 Point Term Mkt,Philadelphia,PA,19143,215-372-1718,vincent.meinerding@hotmail.com,F,jbWSHERZ,S,0,0,.
Vincenza,Zepp,395 S 6th St #2,El Cajon,CA,92020,619-603-5125,vzepp@gmail.com,F,bxeXqnbb,V,0,0,.
Viola,Bitsuie,70 Mechanic St,Northridge,CA,91325,818-864-4875,viola@gmail.com,M,2fWhyZJT,N,0,0,.
Virgie,Kiel,76598 Rd  I 95 #1,Denver,CO,80216,303-776-7548,vkiel@hotmail.com,M,LhkwpAXc,N,0,0,.
Virgina,Tegarden,755 Harbor Way,Milwaukee,WI,53226,414-214-8697,virgina_tegarden@tegarden.com,M,VvNL2Z8v,S,0,0,.
Viva,Toelkes,4284 Dorigo Ln,Chicago,IL,60647,773-446-5569,viva.toelkes@gmail.com,M,PBSAhMYX,V,0,0,.
Weldon,Acuff,73 W Barstow Ave,Arlington Heights,IL,60004,847-353-2156,wacuff@gmail.com,M,mLSR242J,N,0,0,.
Whitley,Tomasulo,2 S 15th St,Fort Worth,TX,76107,817-526-4408,whitley.tomasulo@aol.com,M,UVhkTeEa,V,0,0,.
Wilda,Giguere,1747 Calle Amanecer #2,Anchorage,AK,99501,907-870-5536,wilda@cox.net,F,9X5N4Q7b,S,0,0,.
Willard,Kolmetz,618 W Yakima Ave,Irving,TX,75062,972-303-9197,willard@hotmail.com,F,kvCbeZpr,S,0,0,.
Willodean,Konopacki,55 Hawthorne Blvd,Lafayette,LA,70506,337-253-8384,willodean_konopacki@konopacki.org,F,GHYDEZS6,N,0,0,.
Willow,Kusko,90991 Thorburn Ave,New York,NY,10011,212-582-4976,wkusko@yahoo.com,M,5EPEdRxP,V,0,0,.
Winfred,Brucato,201 Ridgewood Rd,Moscow,ID,83843,208-252-4552,winfred_brucato@hotmail.com,M,RpAbRC5X,N,0,0,.
Wynell,Dorshorst,94290 S Buchanan St,Pacifica,CA,94044,650-473-1262,wynell_dorshorst@dorshorst.org,M,rdQYSWsq,V,0,0,.
Xochitl,Discipio,3158 Runamuck Pl,Round Rock,TX,78664,512-233-1831,xdiscipio@gmail.com,M,z6NLZh5T,S,0,0,.
Xuan,Rochin,2 Monroe St,San Mateo,CA,94403,650-933-5072,xuan@gmail.com,F,XKXyHMnn,N,0,0,.
Yoko,Fishburne,9122 Carpenter Ave,New Haven,CT,65110,203-506-4706,yoko@fishburne.com,M,kLc8vJgs,S,0,0,.
Yolando,Luczki,422 E 21st St,Syracuse,NY,13214,315-304-4759,yolando@cox.net,M,FrApmGVW,S,0,0,.
Youlanda,Schemmer,2881 Lewis Rd,Prineville,OR,97754,541-548-8197,youlanda@aol.com,F,cmwLTEWr,N,0,0,.
Yuki,Whobrey,1 State Route 27,Taylor,MI,48180,313-288-7937,yuki_whobrey@aol.com,M,VBbpP8ha,S,0,0,.
Yvonne,Tjepkema,9 Waydell St,Fairfield,NJ,70040,973-714-1721,yvonne.tjepkema@hotmail.com,M,w7Mr6zLE,V,0,0,.
Zona,Colla,49440 Dearborn St,Norwalk,CT,68540,203-461-1949,zona@hotmail.com,F,bGWYFpbP,V,0,0,.
